location,year,month,1,2,3,4,5
"prabadang-rehabiltation center, samut prakan",2023,10,6.0,7.0,4.0,8.0,6.0
"prabadang-rehabiltation center, samut prakan",2023,11,6.0,7.0,2.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2023,12,6.0,7.0,7.0,6.0,5.0
"prabadang-rehabiltation center, samut prakan",2024,1,7.0,8.0,5.0,6.0,5.0
"prabadang-rehabiltation center, samut prakan",2024,2,6.0,3.0,4.0,9.0,7.0
"prabadang-rehabiltation center, samut prakan",2024,3,8.0,6.0,3.0,9.0,5.0
"prabadang-rehabiltation center, samut prakan",2024,4,7.0,4.0,8.0,8.0,3.0
"prabadang-rehabiltation center, samut prakan",2024,5,8.0,3.0,7.0,5.0,8.0
"prabadang-rehabiltation center, samut prakan",2024,6,6.0,9.0,5.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2024,7,10.0,4.0,10.0,3.0,4.0
"prabadang-rehabiltation center, samut prakan",2024,8,6.0,2.0,8.0,6.0,9.0
"prabadang-rehabiltation center, samut prakan",2024,9,6.0,9.0,6.0,3.0,6.0
"prabadang-rehabiltation center, samut prakan",2024,10,4.0,6.0,6.0,10.0,5.0
"prabadang-rehabiltation center, samut prakan",2024,11,1.0,0.0,4.0,2.0,2.0
"provincial-administrative organization, samut sakhon",2015,4,3.0,1.0,5.0,5.0,4.0
"provincial-administrative organization, samut sakhon",2015,5,6.0,12.0,7.0,4.0,2.0
"provincial-administrative organization, samut sakhon",2015,6,3.0,8.0,6.0,7.0,6.0
"provincial-administrative organization, samut sakhon",2015,7,6.0,7.0,3.0,5.0,10.0
"provincial-administrative organization, samut sakhon",2015,8,6.0,6.0,10.0,4.0,5.0
"provincial-administrative organization, samut sakhon",2015,9,5.0,2.0,8.0,7.0,8.0
"provincial-administrative organization, samut sakhon",2015,10,7.0,3.0,6.0,8.0,7.0
"provincial-administrative organization, samut sakhon",2015,11,3.0,5.0,9.0,9.0,3.0
"provincial-administrative organization, samut sakhon",2015,12,6.0,7.0,7.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2016,1,2.0,8.0,3.0,8.0,9.0
"provincial-administrative organization, samut sakhon",2016,2,7.0,5.0,4.0,6.0,7.0
"provincial-administrative organization, samut sakhon",2016,3,9.0,6.0,4.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2016,4,6.0,9.0,5.0,3.0,7.0
"provincial-administrative organization, samut sakhon",2016,5,7.0,5.0,6.0,4.0,9.0
"provincial-administrative organization, samut sakhon",2016,6,6.0,4.0,6.0,10.0,4.0
"provincial-administrative organization, samut sakhon",2016,7,4.0,5.0,6.0,6.0,8.0
"provincial-administrative organization, samut sakhon",2016,8,6.0,6.0,4.0,4.0,9.0
"provincial-administrative organization, samut sakhon",2016,9,0.0,0.0,2.0,3.0,4.0
"provincial-administrative organization, samut sakhon",2016,10,1.0,4.0,1.0,4.0,5.0
"provincial-administrative organization, samut sakhon",2016,11,5.0,4.0,2.0,11.0,8.0
"provincial-administrative organization, samut sakhon",2016,12,1.0,6.0,10.0,3.0,10.0
"provincial-administrative organization, samut sakhon",2017,1,7.0,4.0,5.0,8.0,7.0
"provincial-administrative organization, samut sakhon",2017,2,5.0,7.0,4.0,9.0,3.0
"provincial-administrative organization, samut sakhon",2017,3,7.0,7.0,4.0,4.0,9.0
"provincial-administrative organization, samut sakhon",2017,4,5.0,4.0,7.0,4.0,9.0
"provincial-administrative organization, samut sakhon",2017,5,5.0,6.0,3.0,2.0,2.0
"provincial-administrative organization, samut sakhon",2017,6,5.0,2.0,6.0,4.0,10.0
"provincial-administrative organization, samut sakhon",2017,7,5.0,3.0,1.0,3.0,7.0
"provincial-administrative organization, samut sakhon",2017,8,5.0,6.0,6.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2017,9,2.0,4.0,12.0,5.0,4.0
"provincial-administrative organization, samut sakhon",2017,10,7.0,5.0,6.0,6.0,7.0
"provincial-administrative organization, samut sakhon",2017,11,3.0,1.0,1.0,2.0,2.0
"provincial-administrative organization, samut sakhon",2017,12,1.0,4.0,3.0,3.0,3.0
"provincial-administrative organization, samut sakhon",2018,1,0.0,0.0,0.0,1.0,1.0
"provincial-administrative organization, samut sakhon",2018,2,7.0,5.0,4.0,7.0,5.0
"provincial-administrative organization, samut sakhon",2018,3,7.0,9.0,7.0,2.0,6.0
"provincial-administrative organization, samut sakhon",2018,4,4.0,5.0,5.0,4.0,7.0
"provincial-administrative organization, samut sakhon",2018,5,10.0,6.0,1.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2018,6,5.0,9.0,7.0,6.0,3.0
"provincial-administrative organization, samut sakhon",2018,7,7.0,9.0,5.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2018,8,7.0,3.0,8.0,8.0,5.0
"provincial-administrative organization, samut sakhon",2018,9,5.0,5.0,3.0,6.0,1.0
"provincial-administrative organization, samut sakhon",2018,10,4.0,10.0,7.0,3.0,1.0
"provincial-administrative organization, samut sakhon",2018,11,6.0,4.0,3.0,9.0,8.0
"provincial-administrative organization, samut sakhon",2018,12,6.0,7.0,3.0,9.0,4.0
"provincial-administrative organization, samut sakhon",2019,1,14.0,2.0,6.0,5.0,4.0
"provincial-administrative organization, samut sakhon",2019,2,11.0,4.0,6.0,2.0,5.0
"provincial-administrative organization, samut sakhon",2019,3,5.0,6.0,7.0,5.0,8.0
"provincial-administrative organization, samut sakhon",2019,4,8.0,8.0,4.0,3.0,7.0
"provincial-administrative organization, samut sakhon",2019,5,5.0,14.0,3.0,3.0,6.0
"provincial-administrative organization, samut sakhon",2019,6,2.0,6.0,8.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2019,7,8.0,4.0,6.0,6.0,7.0
"provincial-administrative organization, samut sakhon",2019,8,3.0,10.0,8.0,2.0,8.0
"provincial-administrative organization, samut sakhon",2019,9,5.0,5.0,3.0,4.0,13.0
"provincial-administrative organization, samut sakhon",2019,10,10.0,5.0,4.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2019,11,4.0,3.0,6.0,12.0,5.0
"provincial-administrative organization, samut sakhon",2019,12,6.0,6.0,6.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2020,1,9.0,5.0,9.0,4.0,4.0
"provincial-administrative organization, samut sakhon",2020,2,7.0,7.0,4.0,7.0,4.0
"provincial-administrative organization, samut sakhon",2020,3,8.0,2.0,8.0,10.0,2.0
"provincial-administrative organization, samut sakhon",2020,4,5.0,8.0,10.0,4.0,3.0
"provincial-administrative organization, samut sakhon",2020,5,2.0,5.0,7.0,12.0,5.0
"provincial-administrative organization, samut sakhon",2020,6,8.0,5.0,5.0,5.0,7.0
"provincial-administrative organization, samut sakhon",2020,7,5.0,6.0,8.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2020,8,8.0,9.0,5.0,5.0,4.0
"provincial-administrative organization, samut sakhon",2020,9,8.0,4.0,8.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2020,10,7.0,4.0,6.0,9.0,5.0
"provincial-administrative organization, samut sakhon",2020,11,10.0,6.0,6.0,4.0,4.0
"provincial-administrative organization, samut sakhon",2020,12,4.0,5.0,8.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2021,1,4.0,12.0,5.0,6.0,4.0
"provincial-administrative organization, samut sakhon",2021,2,4.0,10.0,3.0,5.0,6.0
"provincial-administrative organization, samut sakhon",2021,3,4.0,5.0,7.0,10.0,5.0
"provincial-administrative organization, samut sakhon",2021,4,7.0,5.0,2.0,6.0,10.0
"provincial-administrative organization, samut sakhon",2021,5,7.0,8.0,7.0,3.0,6.0
"provincial-administrative organization, samut sakhon",2021,6,3.0,10.0,5.0,7.0,5.0
"provincial-administrative organization, samut sakhon",2021,7,7.0,7.0,5.0,5.0,7.0
"provincial-administrative organization, samut sakhon",2021,8,9.0,5.0,9.0,3.0,5.0
"provincial-administrative organization, samut sakhon",2021,9,7.0,4.0,12.0,4.0,3.0
"provincial-administrative organization, samut sakhon",2021,10,5.0,4.0,3.0,8.0,11.0
"provincial-administrative organization, samut sakhon",2021,11,7.0,5.0,8.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2021,12,7.0,8.0,6.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2022,1,8.0,6.0,2.0,7.0,8.0
"provincial-administrative organization, samut sakhon",2022,2,8.0,7.0,4.0,4.0,5.0
"provincial-administrative organization, samut sakhon",2022,3,7.0,6.0,8.0,4.0,6.0
"provincial-administrative organization, samut sakhon",2022,4,6.0,9.0,7.0,5.0,3.0
"provincial-administrative organization, samut sakhon",2022,5,3.0,8.0,9.0,6.0,5.0
"provincial-administrative organization, samut sakhon",2022,6,5.0,7.0,3.0,2.0,13.0
"provincial-administrative organization, samut sakhon",2022,7,8.0,6.0,6.0,7.0,4.0
"provincial-administrative organization, samut sakhon",2022,8,8.0,9.0,2.0,9.0,3.0
"provincial-administrative organization, samut sakhon",2022,9,2.0,5.0,10.0,4.0,9.0
"provincial-administrative organization, samut sakhon",2022,10,7.0,4.0,7.0,5.0,8.0
"provincial-administrative organization, samut sakhon",2022,11,5.0,5.0,6.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2022,12,13.0,4.0,4.0,3.0,7.0
"provincial-administrative organization, samut sakhon",2023,1,9.0,6.0,5.0,3.0,8.0
"provincial-administrative organization, samut sakhon",2023,2,7.0,3.0,4.0,10.0,4.0
"provincial-administrative organization, samut sakhon",2023,3,2.0,12.0,5.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2023,4,3.0,8.0,7.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2023,5,6.0,10.0,5.0,4.0,6.0
"provincial-administrative organization, samut sakhon",2023,6,7.0,7.0,4.0,4.0,8.0
"provincial-administrative organization, samut sakhon",2023,7,7.0,5.0,5.0,8.0,6.0
"provincial-administrative organization, samut sakhon",2023,8,5.0,9.0,6.0,7.0,4.0
"provincial-administrative organization, samut sakhon",2023,9,5.0,14.0,2.0,6.0,3.0
"provincial-administrative organization, samut sakhon",2023,10,4.0,6.0,9.0,6.0,6.0
"provincial-administrative organization, samut sakhon",2023,11,6.0,4.0,9.0,3.0,8.0
"provincial-administrative organization, samut sakhon",2023,12,4.0,7.0,10.0,5.0,5.0
"provincial-administrative organization, samut sakhon",2024,1,8.0,7.0,8.0,3.0,5.0
"provincial-administrative organization, samut sakhon",2024,2,3.0,8.0,7.0,6.0,5.0
"provincial-administrative organization, samut sakhon",2024,3,11.0,5.0,7.0,5.0,3.0
"provincial-administrative organization, samut sakhon",2024,4,5.0,4.0,7.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2024,5,5.0,6.0,6.0,7.0,7.0
"provincial-administrative organization, samut sakhon",2024,6,5.0,4.0,9.0,5.0,7.0
"provincial-administrative organization, samut sakhon",2024,7,5.0,9.0,6.0,5.0,6.0
"provincial-administrative organization, samut sakhon",2024,8,6.0,5.0,6.0,4.0,10.0
"provincial-administrative organization, samut sakhon",2024,9,3.0,9.0,6.0,7.0,5.0
"provincial-administrative organization, samut sakhon",2024,10,10.0,5.0,4.0,6.0,5.0
"public-relations department, bangkok",2014,1,6.0,2.0,7.0,7.0,2.0
"public-relations department, bangkok",2014,2,6.0,7.0,2.0,3.0,6.0
"public-relations department, bangkok",2014,3,8.0,5.0,5.0,2.0,3.0
"public-relations department, bangkok",2014,4,4.0,3.0,2.0,4.0,2.0
"public-relations department, bangkok",2014,5,1.0,2.0,3.0,4.0,3.0
"public-relations department, bangkok",2014,6,5.0,5.0,2.0,3.0,6.0
"public-relations department, bangkok",2014,7,2.0,8.0,3.0,2.0,2.0
"public-relations department, bangkok",2014,8,3.0,2.0,2.0,5.0,3.0
"public-relations department, bangkok",2014,9,3.0,5.0,2.0,5.0,5.0
"public-relations department, bangkok",2014,10,6.0,3.0,6.0,5.0,8.0
"public-relations department, bangkok",2014,11,1.0,0.0,3.0,1.0,3.0
"public-relations department, bangkok",2015,4,0.0,1.0,2.0,1.0,1.0
"public-relations department, bangkok",2015,5,9.0,2.0,6.0,5.0,2.0
"public-relations department, bangkok",2015,6,2.0,3.0,5.0,5.0,4.0
"public-relations department, bangkok",2015,7,6.0,5.0,9.0,7.0,4.0
"public-relations department, bangkok",2015,8,9.0,5.0,5.0,7.0,5.0
"public-relations department, bangkok",2015,9,6.0,6.0,4.0,6.0,8.0
"public-relations department, bangkok",2015,10,11.0,4.0,6.0,3.0,7.0
"public-relations department, bangkok",2015,11,8.0,5.0,7.0,3.0,7.0
"public-relations department, bangkok",2015,12,9.0,6.0,2.0,7.0,6.0
"public-relations department, bangkok",2016,1,6.0,6.0,7.0,8.0,3.0
"public-relations department, bangkok",2016,2,11.0,6.0,5.0,5.0,2.0
"public-relations department, bangkok",2016,3,8.0,4.0,6.0,6.0,7.0
"public-relations department, bangkok",2016,4,3.0,6.0,9.0,8.0,4.0
"public-relations department, bangkok",2016,5,5.0,8.0,8.0,3.0,7.0
"public-relations department, bangkok",2016,6,3.0,9.0,6.0,10.0,2.0
"public-relations department, bangkok",2016,7,7.0,8.0,7.0,6.0,3.0
"public-relations department, bangkok",2016,8,10.0,4.0,5.0,8.0,4.0
"public-relations department, bangkok",2016,9,5.0,8.0,7.0,5.0,5.0
"public-relations department, bangkok",2016,10,6.0,8.0,6.0,6.0,5.0
"public-relations department, bangkok",2016,11,7.0,6.0,7.0,4.0,6.0
"public-relations department, bangkok",2016,12,5.0,8.0,7.0,7.0,4.0
"public-relations department, bangkok",2017,1,6.0,7.0,7.0,7.0,4.0
"public-relations department, bangkok",2017,2,6.0,7.0,6.0,4.0,5.0
"public-relations department, bangkok",2017,3,11.0,6.0,4.0,3.0,7.0
"public-relations department, bangkok",2017,4,8.0,5.0,2.0,6.0,9.0
"public-relations department, bangkok",2017,5,3.0,5.0,7.0,10.0,6.0
"public-relations department, bangkok",2017,6,8.0,4.0,3.0,7.0,8.0
"public-relations department, bangkok",2017,7,7.0,5.0,11.0,3.0,5.0
"public-relations department, bangkok",2017,8,2.0,5.0,7.0,8.0,6.0
"public-relations department, bangkok",2017,9,8.0,4.0,6.0,6.0,5.0
"public-relations department, bangkok",2017,10,2.0,1.0,1.0,0.0,2.0
"public-relations department, bangkok",2017,11,2.0,3.0,3.0,5.0,3.0
"public-relations department, bangkok",2017,12,5.0,5.0,10.0,5.0,6.0
"public-relations department, bangkok",2018,1,5.0,7.0,3.0,6.0,10.0
"public-relations department, bangkok",2018,2,4.0,4.0,7.0,7.0,6.0
"public-relations department, bangkok",2018,3,5.0,5.0,6.0,8.0,6.0
"public-relations department, bangkok",2018,4,7.0,5.0,8.0,5.0,5.0
"public-relations department, bangkok",2018,5,8.0,5.0,7.0,3.0,8.0
"public-relations department, bangkok",2018,6,10.0,7.0,6.0,3.0,4.0
"public-relations department, bangkok",2018,7,7.0,6.0,8.0,3.0,7.0
"public-relations department, bangkok",2018,8,4.0,8.0,8.0,5.0,6.0
"public-relations department, bangkok",2018,9,7.0,4.0,9.0,4.0,6.0
"public-relations department, bangkok",2018,10,4.0,8.0,7.0,6.0,6.0
"public-relations department, bangkok",2018,11,8.0,7.0,7.0,4.0,4.0
"public-relations department, bangkok",2018,12,6.0,7.0,9.0,5.0,4.0
"public-relations department, bangkok",2019,1,5.0,10.0,4.0,3.0,9.0
"public-relations department, bangkok",2019,2,4.0,2.0,9.0,7.0,6.0
"public-relations department, bangkok",2019,3,9.0,7.0,3.0,5.0,7.0
"public-relations department, bangkok",2019,4,7.0,2.0,10.0,6.0,5.0
"public-relations department, bangkok",2019,5,3.0,3.0,9.0,11.0,5.0
"public-relations department, bangkok",2019,6,7.0,3.0,4.0,9.0,7.0
"public-relations department, bangkok",2019,7,7.0,6.0,6.0,6.0,6.0
"public-relations department, bangkok",2019,8,3.0,17.0,4.0,5.0,2.0
"public-relations department, bangkok",2019,9,3.0,10.0,5.0,3.0,9.0
"public-relations department, bangkok",2019,10,5.0,6.0,8.0,5.0,7.0
"public-relations department, bangkok",2019,11,7.0,9.0,7.0,3.0,4.0
"public-relations department, bangkok",2019,12,8.0,8.0,1.0,9.0,4.0
"public-relations department, bangkok",2020,1,6.0,5.0,3.0,6.0,11.0
"public-relations department, bangkok",2020,2,6.0,4.0,6.0,10.0,3.0
"public-relations department, bangkok",2020,3,8.0,6.0,7.0,1.0,8.0
"public-relations department, bangkok",2020,4,5.0,7.0,7.0,5.0,6.0
"public-relations department, bangkok",2020,5,7.0,3.0,5.0,10.0,6.0
"public-relations department, bangkok",2020,6,7.0,8.0,2.0,8.0,5.0
"public-relations department, bangkok",2020,7,5.0,5.0,6.0,6.0,9.0
"public-relations department, bangkok",2020,8,8.0,5.0,4.0,4.0,10.0
"public-relations department, bangkok",2020,9,4.0,11.0,6.0,3.0,6.0
"public-relations department, bangkok",2020,10,7.0,8.0,8.0,2.0,6.0
"public-relations department, bangkok",2020,11,3.0,7.0,9.0,5.0,6.0
"public-relations department, bangkok",2020,12,5.0,6.0,7.0,5.0,8.0
"public-relations department, bangkok",2021,1,7.0,8.0,4.0,5.0,7.0
"public-relations department, bangkok",2021,2,6.0,8.0,2.0,6.0,6.0
"public-relations department, bangkok",2021,3,6.0,10.0,4.0,6.0,5.0
"public-relations department, bangkok",2021,4,9.0,6.0,4.0,5.0,6.0
"public-relations department, bangkok",2021,5,6.0,9.0,8.0,3.0,5.0
"public-relations department, bangkok",2021,6,5.0,7.0,6.0,6.0,6.0
"public-relations department, bangkok",2021,7,4.0,6.0,5.0,7.0,9.0
"public-relations department, bangkok",2021,8,4.0,5.0,6.0,12.0,4.0
"public-relations department, bangkok",2021,9,7.0,8.0,5.0,5.0,5.0
"public-relations department, bangkok",2021,10,7.0,10.0,6.0,5.0,3.0
"public-relations department, bangkok",2021,11,4.0,11.0,6.0,4.0,5.0
"public-relations department, bangkok",2021,12,7.0,4.0,11.0,4.0,5.0
"public-relations department, bangkok",2022,1,7.0,3.0,8.0,5.0,8.0
"public-relations department, bangkok",2022,2,7.0,2.0,8.0,5.0,6.0
"public-relations department, bangkok",2022,3,4.0,8.0,7.0,8.0,4.0
"public-relations department, bangkok",2022,4,5.0,9.0,2.0,8.0,6.0
"public-relations department, bangkok",2022,5,4.0,7.0,6.0,7.0,7.0
"public-relations department, bangkok",2022,6,10.0,3.0,11.0,2.0,4.0
"public-relations department, bangkok",2022,7,8.0,4.0,6.0,9.0,4.0
"public-relations department, bangkok",2022,8,2.0,6.0,5.0,12.0,6.0
"public-relations department, bangkok",2022,9,6.0,6.0,6.0,6.0,6.0
"public-relations department, bangkok",2022,10,6.0,7.0,5.0,6.0,7.0
"public-relations department, bangkok",2022,11,4.0,4.0,6.0,6.0,10.0
"public-relations department, bangkok",2022,12,6.0,7.0,4.0,3.0,11.0
"public-relations department, bangkok",2023,1,3.0,9.0,7.0,5.0,7.0
"public-relations department, bangkok",2023,2,6.0,5.0,4.0,5.0,8.0
"public-relations department, bangkok",2023,3,6.0,7.0,5.0,5.0,8.0
"public-relations department, bangkok",2023,4,6.0,6.0,7.0,3.0,8.0
"public-relations department, bangkok",2023,5,4.0,9.0,5.0,9.0,4.0
"public-relations department, bangkok",2023,6,4.0,5.0,6.0,7.0,8.0
"public-relations department, bangkok",2023,7,9.0,8.0,7.0,3.0,4.0
"public-relations department, bangkok",2023,8,7.0,8.0,3.0,5.0,8.0
"public-relations department, bangkok",2023,9,1.0,9.0,9.0,7.0,4.0
"public-relations department, bangkok",2023,10,5.0,4.0,7.0,8.0,7.0
"public-relations department, bangkok",2023,11,5.0,7.0,7.0,5.0,6.0
"public-relations department, bangkok",2023,12,6.0,4.0,8.0,4.0,9.0
"public-relations department, bangkok",2024,1,5.0,7.0,3.0,5.0,11.0
"public-relations department, bangkok",2024,2,6.0,6.0,9.0,5.0,3.0
"public-relations department, bangkok",2024,3,4.0,6.0,6.0,12.0,3.0
"public-relations department, bangkok",2024,4,5.0,4.0,8.0,7.0,6.0
"public-relations department, bangkok",2024,5,6.0,10.0,7.0,2.0,6.0
"public-relations department, bangkok",2024,6,5.0,8.0,5.0,6.0,6.0
"public-relations department, bangkok",2024,7,8.0,7.0,7.0,4.0,5.0
"public-relations department, bangkok",2024,8,2.0,3.0,9.0,9.0,8.0
"public-relations department, bangkok",2024,9,6.0,4.0,7.0,6.0,7.0
"public-relations department, bangkok",2024,10,2.0,3.0,2.0,2.0,2.0
"south-bangkok power plant, samut prakan",2014,1,6.0,5.0,3.0,9.0,5.0
"south-bangkok power plant, samut prakan",2014,2,8.0,4.0,7.0,2.0,6.0
"south-bangkok power plant, samut prakan",2014,3,5.0,5.0,5.0,4.0,9.0
"south-bangkok power plant, samut prakan",2014,4,8.0,5.0,6.0,5.0,6.0
"south-bangkok power plant, samut prakan",2014,5,2.0,2.0,3.0,9.0,2.0
"south-bangkok power plant, samut prakan",2014,6,6.0,4.0,6.0,3.0,4.0
"south-bangkok power plant, samut prakan",2014,7,2.0,1.0,7.0,4.0,6.0
"south-bangkok power plant, samut prakan",2014,8,5.0,2.0,6.0,8.0,3.0
"south-bangkok power plant, samut prakan",2014,9,7.0,2.0,4.0,5.0,5.0
"south-bangkok power plant, samut prakan",2014,10,6.0,8.0,4.0,5.0,4.0
"south-bangkok power plant, samut prakan",2014,11,6.0,8.0,4.0,3.0,3.0
"south-bangkok power plant, samut prakan",2014,12,2.0,4.0,10.0,4.0,2.0
"south-bangkok power plant, samut prakan",2015,1,5.0,4.0,6.0,4.0,7.0
"south-bangkok power plant, samut prakan",2015,2,5.0,4.0,4.0,9.0,3.0
"south-bangkok power plant, samut prakan",2015,3,7.0,11.0,4.0,3.0,4.0
"south-bangkok power plant, samut prakan",2015,4,1.0,2.0,3.0,1.0,1.0
"south-bangkok power plant, samut prakan",2015,5,0.0,6.0,2.0,1.0,3.0
"south-bangkok power plant, samut prakan",2015,6,3.0,2.0,5.0,3.0,7.0
"south-bangkok power plant, samut prakan",2015,7,5.0,4.0,6.0,4.0,10.0
"south-bangkok power plant, samut prakan",2015,8,6.0,8.0,5.0,6.0,6.0
"south-bangkok power plant, samut prakan",2015,9,4.0,1.0,3.0,4.0,4.0
"south-bangkok power plant, samut prakan",2015,10,6.0,11.0,3.0,5.0,4.0
"south-bangkok power plant, samut prakan",2015,11,5.0,10.0,8.0,4.0,3.0
"south-bangkok power plant, samut prakan",2015,12,4.0,5.0,9.0,3.0,4.0
"south-bangkok power plant, samut prakan",2016,1,6.0,4.0,2.0,5.0,5.0
"south-bangkok power plant, samut prakan",2016,2,2.0,6.0,6.0,3.0,4.0
"south-bangkok power plant, samut prakan",2016,3,5.0,3.0,4.0,4.0,4.0
"south-bangkok power plant, samut prakan",2016,6,4.0,2.0,3.0,2.0,3.0
"south-bangkok power plant, samut prakan",2016,7,5.0,0.0,3.0,2.0,1.0
"south-bangkok power plant, samut prakan",2016,8,5.0,4.0,4.0,5.0,7.0
"south-bangkok power plant, samut prakan",2016,9,0.0,2.0,0.0,2.0,2.0
"south-bangkok power plant, samut prakan",2016,10,0.0,3.0,2.0,2.0,1.0
"south-bangkok power plant, samut prakan",2016,11,1.0,0.0,4.0,0.0,2.0
"south-bangkok power plant, samut prakan",2017,3,3.0,2.0,1.0,3.0,2.0
"south-bangkok power plant, samut prakan",2017,6,2.0,2.0,0.0,4.0,3.0
"south-bangkok power plant, samut prakan",2017,7,3.0,5.0,3.0,3.0,4.0
"south-bangkok power plant, samut prakan",2017,8,1.0,5.0,2.0,6.0,2.0
"south-bangkok power plant, samut prakan",2017,9,1.0,0.0,2.0,1.0,2.0
"south-bangkok power plant, samut prakan",2019,10,4.0,3.0,1.0,1.0,3.0
"south-bangkok power plant, samut prakan",2019,11,10.0,4.0,6.0,3.0,7.0
"south-bangkok power plant, samut prakan",2019,12,8.0,8.0,5.0,4.0,5.0
"south-bangkok power plant, samut prakan",2020,1,6.0,5.0,3.0,11.0,6.0
"south-bangkok power plant, samut prakan",2020,2,4.0,6.0,6.0,7.0,6.0
"south-bangkok power plant, samut prakan",2020,3,7.0,6.0,7.0,7.0,3.0
"south-bangkok power plant, samut prakan",2020,4,6.0,7.0,9.0,3.0,5.0
"south-bangkok power plant, samut prakan",2020,5,8.0,6.0,6.0,2.0,9.0
"south-bangkok power plant, samut prakan",2020,6,8.0,2.0,4.0,6.0,10.0
"south-bangkok power plant, samut prakan",2020,7,7.0,9.0,3.0,5.0,7.0
"south-bangkok power plant, samut prakan",2020,8,10.0,7.0,2.0,4.0,8.0
"south-bangkok power plant, samut prakan",2020,9,4.0,7.0,7.0,8.0,4.0
"south-bangkok power plant, samut prakan",2020,10,7.0,3.0,4.0,9.0,8.0
"south-bangkok power plant, samut prakan",2020,11,11.0,3.0,6.0,5.0,5.0
"south-bangkok power plant, samut prakan",2020,12,11.0,8.0,2.0,7.0,3.0
"south-bangkok power plant, samut prakan",2021,1,4.0,5.0,10.0,5.0,7.0
"south-bangkok power plant, samut prakan",2021,2,6.0,4.0,7.0,4.0,7.0
"south-bangkok power plant, samut prakan",2021,3,9.0,3.0,10.0,3.0,6.0
"south-bangkok power plant, samut prakan",2021,4,7.0,4.0,13.0,3.0,3.0
"south-bangkok power plant, samut prakan",2021,5,5.0,4.0,9.0,7.0,6.0
"south-bangkok power plant, samut prakan",2021,6,7.0,6.0,6.0,8.0,3.0
"south-bangkok power plant, samut prakan",2021,7,5.0,6.0,4.0,9.0,7.0
"south-bangkok power plant, samut prakan",2021,8,5.0,7.0,7.0,9.0,3.0
"south-bangkok power plant, samut prakan",2021,9,8.0,4.0,5.0,7.0,6.0
"south-bangkok power plant, samut prakan",2021,10,4.0,6.0,7.0,6.0,8.0
"south-bangkok power plant, samut prakan",2021,11,5.0,13.0,5.0,2.0,5.0
"south-bangkok power plant, samut prakan",2021,12,8.0,6.0,6.0,8.0,3.0
"south-bangkok power plant, samut prakan",2022,1,3.0,7.0,9.0,7.0,5.0
"south-bangkok power plant, samut prakan",2022,2,4.0,7.0,11.0,4.0,2.0
"south-bangkok power plant, samut prakan",2022,3,8.0,3.0,5.0,10.0,5.0
"south-bangkok power plant, samut prakan",2022,4,6.0,6.0,7.0,4.0,7.0
"south-bangkok power plant, samut prakan",2022,5,5.0,8.0,10.0,4.0,4.0
"south-bangkok power plant, samut prakan",2022,6,8.0,7.0,7.0,3.0,5.0
"south-bangkok power plant, samut prakan",2022,7,5.0,5.0,4.0,8.0,9.0
"south-bangkok power plant, samut prakan",2022,8,6.0,8.0,4.0,8.0,5.0
"south-bangkok power plant, samut prakan",2022,9,6.0,8.0,6.0,5.0,5.0
"south-bangkok power plant, samut prakan",2022,10,4.0,7.0,5.0,11.0,4.0
"south-bangkok power plant, samut prakan",2022,11,2.0,2.0,3.0,2.0,1.0
"south-bangkok power plant, samut prakan",2022,12,7.0,6.0,6.0,7.0,5.0
"south-bangkok power plant, samut prakan",2023,1,5.0,6.0,7.0,7.0,6.0
"south-bangkok power plant, samut prakan",2023,2,5.0,3.0,8.0,6.0,6.0
"south-bangkok power plant, samut prakan",2023,3,4.0,11.0,9.0,2.0,5.0
"south-bangkok power plant, samut prakan",2023,4,8.0,2.0,8.0,2.0,10.0
"south-bangkok power plant, samut prakan",2023,5,2.0,8.0,6.0,8.0,7.0
"south-bangkok power plant, samut prakan",2023,6,8.0,9.0,3.0,4.0,6.0
"south-bangkok power plant, samut prakan",2023,7,8.0,5.0,8.0,5.0,5.0
"south-bangkok power plant, samut prakan",2023,8,12.0,2.0,4.0,5.0,8.0
"south-bangkok power plant, samut prakan",2023,9,6.0,10.0,4.0,3.0,7.0
"south-bangkok power plant, samut prakan",2023,10,7.0,4.0,5.0,9.0,6.0
"south-bangkok power plant, samut prakan",2023,11,6.0,7.0,5.0,6.0,6.0
"south-bangkok power plant, samut prakan",2023,12,7.0,6.0,5.0,7.0,6.0
